"identifier","game_rank","points","bgg_id","bgg_name"
37,24,27,63888,"Innovation"
37,25,26,342942,"Ark Nova"
37,26,25,256960,"Pax Pamir: Second Edition"
37,27,24,199383,"Calimala"
37,28,23,68448,"7 Wonders"
37,29,22,182028,"Through the Ages: A New Story of Civilization"
37,30,21,280480,"Crystal Palace"
37,31,20,266810,"Paladins of the West Kingdom"
37,32,19,175199,"Mottainai"
37,33,18,199792,"Everdell"
37,34,17,19777,"Indonesia"
37,35,16,347305,"Inventions: Evolution of Ideas"
37,36,15,196340,"Yokohama"
37,37,14,237179,"Weather Machine"
37,38,13,380041,"Pax Illuminaten"
37,39,12,230085,"Agra"
37,40,11,150145,"Skull King"
37,41,10,154809,"Nippon"
37,42,9,5404,"Amun-Re"
37,43,8,256730,"Pipeline"
37,44,7,214880,"City of the Big Shoulders"
37,45,6,216132,"Clans of Caledonia"
37,46,5,217780,"Gentes"
37,47,4,46,"Medici"
37,48,3,43015,"Hansa Teutonica"
37,49,2,318184,"Imperium: Classics"
37,50,1,71074,"Expedition: Northwest Passage – HMS Terror Edition"
38,1,50,224517,"Brass: Birmingham"
38,2,49,321608,"Hegemony: Lead Your Class to Victory"
38,3,48,161533,"Lisboa"
38,4,47,310873,"Carnegie"
38,5,46,214880,"City of the Big Shoulders"
38,6,45,253608,"18Chesapeake"
38,7,44,109276,"Kanban: Driver's Edition"
38,8,43,4098,"Age of Steam"
38,9,42,35677,"Le Havre"
38,10,41,2651,"Power Grid"
38,11,40,144189,"Fire in the Lake"
38,12,39,231733,"Obsession"
38,13,38,274364,"Watergate"
38,14,37,125153,"The Gallerist"
38,15,36,183685,"Mr. President: The American Presidency, 2001-2020"
38,16,35,144344,"Rococo"
38,17,34,132018,"Churchill"
38,18,33,164928,"Orléans"
38,19,32,175914,"Food Chain Magnate"
38,20,31,5,"Acquire"
38,21,30,176734,"The Manhattan Project: Energy Empire"
38,22,29,1,"Die Macher"
38,23,28,230244,"Black Angel"
38,24,27,332686,"John Company: Second Edition"
38,25,26,292187,"1861: Railways of the Russian Empire & 1867: Railways of Canada"
38,26,25,256730,"Pipeline"
38,27,24,124361,"Concordia"
38,28,23,154825,"Arkwright"
38,29,22,94,"Union Pacific"
38,30,21,42052,"Vinhos"
38,31,20,257198,"TOKYO TSUKIJI MARKET"
38,32,19,256960,"Pax Pamir: Second Edition"
38,33,18,193738,"Great Western Trail"
38,34,17,251247,"Barrage"
38,35,16,54138,"Imperial 2030"
38,36,15,161614,"Stockpile"
38,37,14,342942,"Ark Nova"
38,38,13,12,"Ra"
38,39,12,299960,"Alma Mater"
38,40,11,84876,"The Castles of Burgundy"
38,41,10,43015,"Hansa Teutonica"
38,42,9,73439,"Troyes"
38,43,8,167791,"Terraforming Mars"
38,44,7,196340,"Yokohama"
38,45,6,26990,"Container"
38,46,5,206480,"Imperial Struggle"
38,47,4,169786,"Scythe"
38,48,3,318084,"Furnace"
38,49,2,173346,"7 Wonders Duel"
38,50,1,325022,"Coffee Traders"
39,1,50,251247,"Barrage"
39,2,49,43015,"Hansa Teutonica"
39,3,48,193738,"Great Western Trail"
39,4,47,28720,"Brass: Lancashire"
39,5,46,124361,"Concordia"
39,6,45,217776,"Import / Export"
39,7,44,19777,"Indonesia"
39,8,43,182874,"Grand Austria Hotel"
39,9,42,66837,"1862: Railway Mania in the Eastern Counties"
39,10,41,184267,"On Mars"
39,11,40,175914,"Food Chain Magnate"
39,12,39,126163,"Tzolk'in: The Mayan Calendar"
39,13,38,220308,"Gaia Project"
39,14,37,95527,"Madeira"
39,15,36,396790,"Nucleum"
39,16,35,172386,"Mombasa"
39,17,34,229853,"Teotihuacan: City of Gods"
39,18,33,185343,"Anachrony"
39,19,32,2651,"Power Grid"
39,20,31,214887,"CO₂: Second Chance"
39,21,30,203993,"Lorenzo il Magnifico"
39,22,29,146886,"La Granja"
39,23,28,322289,"Darwin's Journey"
39,24,27,310873,"Carnegie"
39,25,26,70149,"Ora et Labora"
39,26,25,42052,"Vinhos"
39,27,24,161533,"Lisboa"
39,28,23,124742,"Android: Netrunner"
39,29,22,91080,"Andean Abyss"
39,30,21,132018,"Churchill"
39,31,20,62219,"Dominant Species"
39,32,19,280480,"Crystal Palace"
39,33,18,312512,"The Transcontinental"
39,34,17,216132,"Clans of Caledonia"
39,35,16,175155,"Forbidden Stars"
39,36,15,1,"Die Macher"
39,37,14,360242,"1822PNW"
39,38,13,159675,"Fields of Arle"
39,39,12,109276,"Kanban: Driver's Edition"
39,40,11,383179,"Age of Innovation"
39,41,10,174430,"Gloomhaven"
39,42,9,12333,"Twilight Struggle"
39,43,8,127060,"Bora Bora"
39,44,7,77423,"The Lord of the Rings: The Card Game"
39,45,6,30645,"Tammany Hall"
39,46,5,163745,"Star Wars: Armada"
39,47,4,321608,"Hegemony: Lead Your Class to Victory"
39,48,3,291453,"SCOUT"
39,49,2,214880,"City of the Big Shoulders"
39,50,1,21050,"Combat Commander: Europe"
40,1,50,111341,"The Great Zimbabwe"
40,2,49,552,"Bus"
40,3,48,104020,"Vanuatu"
40,4,47,26990,"Container"
40,5,46,143401,"Yunnan"
40,6,45,125153,"The Gallerist"
40,7,44,256960,"Pax Pamir: Second Edition"
40,8,43,54998,"Cyclades"
40,9,42,249381,"The Estates"
40,10,41,257435,"Brick & Mortar"
40,11,40,140934,"Arboretum"
40,12,39,217372,"The Quest for El Dorado"
40,13,38,310873,"Carnegie"
40,14,37,162886,"Spirit Island"
40,15,36,318983,"Faiyum"
40,16,35,4098,"Age of Steam"
40,17,34,337765,"Brian Boru: High King of Ireland"
40,18,33,155821,"Inis"
40,19,32,18602,"Caylus"
40,20,31,159675,"Fields of Arle"
40,21,30,220,"High Society"
40,22,29,348554,"Autobahn"
40,23,28,124361,"Concordia"
40,24,27,3,"Samurai"
40,25,26,324711,"Schadenfreude"
40,26,25,24181,"Imperial"
40,27,24,214880,"City of the Big Shoulders"
40,28,23,62219,"Dominant Species"
40,29,22,45315,"Dungeon Lords"
40,30,21,475,"Taj Mahal"
40,31,20,42,"Tigris & Euphrates"
40,32,19,214296,"Tenkatoitsu"
40,33,18,5404,"Amun-Re"
40,34,17,269511,"Cooper Island"
40,35,16,377858,"Salty"
40,36,15,224517,"Brass: Birmingham"
40,37,14,93,"El Grande"
40,38,13,1,"Die Macher"
40,39,12,121921,"Robinson Crusoe: Adventures on the Cursed Island"
40,40,11,251247,"Barrage"
40,41,10,285967,"Ankh: Gods of Egypt"
40,42,9,320879,"Dual Gauge"
40,43,8,415981,"Seers Catalog"
40,44,7,234277,"Nusfjord"
40,45,6,122515,"Keyflower"
40,46,5,118,"Modern Art"
40,47,4,148949,"Istanbul"
40,48,3,165401,"Wir sind das Volk!"
40,49,2,294219,"Somnia"
40,50,1,336131,"Halls of Hegra"
41,1,50,28720,"Brass: Lancashire"
41,2,49,220308,"Gaia Project"
41,3,48,31260,"Agricola"
41,4,47,167791,"Terraforming Mars"
41,5,46,122515,"Keyflower"
41,6,45,552,"Bus"
41,7,44,42052,"Vinhos"
41,8,43,111341,"The Great Zimbabwe"
41,9,42,4098,"Age of Steam"
41,10,41,17405,"1846: The Race for the Midwest"
41,11,40,161533,"Lisboa"
41,12,39,128621,"Viticulture"
41,13,38,125153,"The Gallerist"
41,14,37,175914,"Food Chain Magnate"
41,15,36,73439,"Troyes"
41,16,35,144592,"Bruxelles 1893"
41,17,34,164928,"Orléans"
41,18,33,77423,"The Lord of the Rings: The Card Game"
41,19,32,95527,"Madeira"
41,20,31,224517,"Brass: Birmingham"
41,21,30,2651,"Power Grid"
41,22,29,3076,"Puerto Rico"
41,23,28,35677,"Le Havre"
41,24,27,256960,"Pax Pamir: Second Edition"
41,25,26,154825,"Arkwright"
41,26,25,36218,"Dominion"
41,27,24,216132,"Clans of Caledonia"
41,28,23,126163,"Tzolk'in: The Mayan Calendar"
41,29,22,43015,"Hansa Teutonica"
41,30,21,91984,"Québec"
41,31,20,131287,"Panamax"
41,32,19,235555,"Bios: Origins (Second Edition)"
41,33,18,157354,"Five Tribes: The Djinns of Naqala"
41,34,17,18602,"Caylus"
41,35,16,62219,"Dominant Species"
41,36,15,318983,"Faiyum"
41,37,14,144344,"Rococo"
41,38,13,266164,"Babylonia"
41,39,12,38863,"The Rich and the Good"
41,40,11,12962,"Reef Encounter"
41,41,10,229853,"Teotihuacan: City of Gods"
41,42,9,253608,"18Chesapeake"
41,43,8,136888,"Bruges"
41,44,7,124361,"Concordia"
41,45,6,325022,"Coffee Traders"
41,46,5,140934,"Arboretum"
41,47,4,421,"1830: Railways & Robber Barons"
41,48,3,93,"El Grande"
41,49,2,231733,"Obsession"
41,50,1,171623,"The Voyages of Marco Polo"
42,1,50,4098,"Age of Steam"
42,2,49,224517,"Brass: Birmingham"
42,3,48,316554,"Dune: Imperium"
42,4,47,247763,"Underwater Cities"
42,5,46,391137,"Galactic Cruise"
42,6,45,28143,"Race for the Galaxy"
42,7,44,167791,"Terraforming Mars"
42,8,43,182874,"Grand Austria Hotel"
42,9,42,125153,"The Gallerist"
42,10,41,322289,"Darwin's Journey"
42,11,40,262712,"Res Arcana"
42,12,39,342942,"Ark Nova"
42,13,38,310873,"Carnegie"
42,14,37,84876,"The Castles of Burgundy"
42,15,36,318084,"Furnace"
42,16,35,184267,"On Mars"
42,17,34,256960,"Pax Pamir: Second Edition"
42,18,33,365357,"Railways of the Lost Atlas"
42,19,32,312484,"Lost Ruins of Arnak"
42,20,31,2651,"Power Grid"
42,21,30,161533,"Lisboa"
42,22,29,280480,"Crystal Palace"
42,23,28,12,"Ra"
42,24,27,411567,"The Gang"
42,25,26,418059,"SETI: Search for Extraterrestrial Intelligence"
42,26,25,329500,"Unconscious Mind"
42,27,24,371942,"The White Castle"
42,28,23,296151,"Viscounts of the West Kingdom"
42,29,22,251247,"Barrage"
42,30,21,344277,"Corrosion"
42,31,20,216600,"Fantastic Factories"
42,32,19,291572,"Oath"
42,33,18,297030,"Tekhenu: Obelisk of the Sun"
42,34,17,126163,"Tzolk'in: The Mayan Calendar"
42,35,16,229853,"Teotihuacan: City of Gods"
42,36,15,266810,"Paladins of the West Kingdom"
42,37,14,128621,"Viticulture"
42,38,13,382843,"Evacuation"
42,39,12,338760,"Imperial Steam"
42,40,11,266192,"Wingspan"
42,41,10,163068,"Trickerion: Legends of Illusion"
42,42,9,177736,"A Feast for Odin"
42,43,8,124361,"Concordia"
42,44,7,199792,"Everdell"
42,45,6,230244,"Black Angel"
42,46,5,350316,"Wayfarers of the South Tigris"
42,47,4,36218,"Dominion"
42,48,3,31260,"Agricola"
42,49,2,146886,"La Granja"
42,50,1,350184,"Earth"
43,1,50,84876,"The Castles of Burgundy"
43,2,49,187645,"Star Wars: Rebellion"
43,3,48,36218,"Dominion"
43,4,47,347767,"Ostia"
43,5,46,224517,"Brass: Birmingham"
43,6,45,266810,"Paladins of the West Kingdom"
43,7,44,124361,"Concordia"
43,8,43,342942,"Ark Nova"
43,9,42,185343,"Anachrony"
43,10,41,42052,"Vinhos"
43,11,40,345868,"Federation"
43,12,39,246900,"Eclipse: Second Dawn for the Galaxy"
43,13,38,337765,"Brian Boru: High King of Ireland"
43,14,37,351594,"Amalfi: Renaissance"
43,15,36,155426,"Castles of Mad King Ludwig"
43,16,35,256570,"Crown of Emara"
43,17,34,402677,"Daitoshi"
43,18,33,322289,"Darwin's Journey"
43,19,32,245638,"Coimbra"
43,20,31,126163,"Tzolk'in: The Mayan Calendar"
43,21,30,144733,"Russian Railroads"
43,22,29,196340,"Yokohama"
43,23,28,4098,"Age of Steam"
43,24,27,124742,"Android: Netrunner"
43,25,26,206718,"Ethnos"
43,26,25,136888,"Bruges"
43,27,24,170624,"Crusaders: Thy Will Be Done"
43,28,23,316554,"Dune: Imperium"
43,29,22,163968,"Elysium"
43,30,21,367966,"Endeavor: Deep Sea"
43,31,20,128271,"Ginkgopolis"
43,32,19,380607,"Great Western Trail: New Zealand"
43,33,18,269144,"Hadara"
43,34,17,161533,"Lisboa"
43,35,16,209685,"Century: Spice Road"
43,36,15,342810,"Marrakesh"
43,37,14,91984,"Québec"
43,38,13,144344,"Rococo"
43,39,12,279537,"The Search for Planet X"
43,40,11,163068,"Trickerion: Legends of Illusion"
43,41,10,95527,"Madeira"
43,42,9,317985,"Beyond the Sun"
43,43,8,306040,"Merv: The Heart of the Silk Road"
43,44,7,164928,"Orléans"
43,45,6,246684,"Smartphone Inc."
43,46,5,125153,"The Gallerist"
43,47,4,371942,"The White Castle"
43,48,3,54,"Tikal"
43,49,2,73439,"Troyes"
43,50,1,311193,"Anno 1800: The Board Game"
44,1,50,124742,"Android: Netrunner"
44,2,49,162886,"Spirit Island"
44,3,48,231999,"Finished!"
44,4,47,132018,"Churchill"
44,5,46,400602,"Civolution"
44,6,45,206490,"An Infamous Traffic"
44,7,44,111799,"Cuba Libre"
44,8,43,382843,"Evacuation"
44,9,42,84876,"The Castles of Burgundy"
44,10,41,324759,"Aleph Null"
44,11,40,223,"Expeditions: Around the World"
44,12,39,332686,"John Company: Second Edition"
44,13,38,225482,"Seas of Strife"
44,14,37,42,"Tigris & Euphrates"
44,15,36,192836,"The Colonists"
44,16,35,418059,"SETI: Search for Extraterrestrial Intelligence"
44,17,34,95527,"Madeira"
44,18,33,144733,"Russian Railroads"
44,19,32,269511,"Cooper Island"
44,20,31,396790,"Nucleum"
44,21,30,31260,"Agricola"
44,22,29,121921,"Robinson Crusoe: Adventures on the Cursed Island"
44,23,28,224037,"Codenames: Duet"
44,24,27,1379,"Ebbe & Flut"
44,25,26,411567,"The Gang"
44,26,25,66,"Löwenherz"
44,27,24,164949,"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD"
44,28,23,173346,"7 Wonders Duel"
44,29,22,170216,"Blood Rage"
44,30,21,151347,"Millennium Blades"
44,31,20,318553,"Rajas of the Ganges: The Dice Charmers"
44,32,19,342810,"Marrakesh"
44,33,18,423401,"Minos: Dawn of the Bronze Age"
44,34,17,164265,"Witness"
44,35,16,161936,"Pandemic Legacy: Season 1"
44,36,15,123260,"Suburbia"
44,37,14,247763,"Underwater Cities"
44,38,13,243430,"Dealt!"
44,39,12,98778,"Hanabi"
44,40,11,324856,"The Crew: Mission Deep Sea"
44,41,10,77423,"The Lord of the Rings: The Card Game"
44,42,9,122515,"Keyflower"
44,43,8,163412,"Patchwork"
44,44,7,123570,"Strike"
44,45,6,124,"Primordial Soup"
44,46,5,165401,"Wir sind das Volk!"
44,47,4,209010,"Mechs vs. Minions"
44,48,3,403441,"Windmill Valley"
44,49,2,237182,"Root"
44,50,1,355093,"Woodcraft"
45,1,50,332686,"John Company: Second Edition"
45,2,49,185343,"Anachrony"
45,3,48,237182,"Root"
45,4,47,184267,"On Mars"
45,5,46,337627,"Voidfall"
45,6,45,182028,"Through the Ages: A New Story of Civilization"
45,7,44,125153,"The Gallerist"
45,8,43,224517,"Brass: Birmingham"
45,9,42,396790,"Nucleum"
45,10,41,256960,"Pax Pamir: Second Edition"
45,11,40,277659,"Final Girl"
45,12,39,109276,"Kanban: Driver's Edition"
45,13,38,163068,"Trickerion: Legends of Illusion"
45,14,37,383179,"Age of Innovation"
45,15,36,246900,"Eclipse: Second Dawn for the Galaxy"
45,16,35,329500,"Unconscious Mind"
45,17,34,159675,"Fields of Arle"
45,18,33,321608,"Hegemony: Lead Your Class to Victory"
45,19,32,111341,"The Great Zimbabwe"
45,20,31,175914,"Food Chain Magnate"
45,21,30,391137,"Galactic Cruise"
45,22,29,324090,"Scarface 1920"
45,23,28,310873,"Carnegie"
45,24,27,304510,"Pampero"
45,25,26,380607,"Great Western Trail: New Zealand"
45,26,25,62219,"Dominant Species"
45,27,24,233078,"Twilight Imperium: Fourth Edition"
45,28,23,124361,"Concordia"
45,29,22,352238,"Turncoats"
45,30,21,177736,"A Feast for Odin"
45,31,20,169786,"Scythe"
45,32,19,359871,"Arcs"
45,33,18,251247,"Barrage"
45,34,17,231733,"Obsession"
45,35,16,308765,"Praga Caput Regni"
45,36,15,265188,"Glen More II: Chronicles"
45,37,14,84876,"The Castles of Burgundy"
45,38,13,182874,"Grand Austria Hotel"
45,39,12,332772,"Revive"
45,40,11,259962,"Stress Botics"
45,41,10,128621,"Viticulture"
45,42,9,404431,"Men-Nefer"
45,43,8,295486,"My City"
45,44,7,418059,"SETI: Search for Extraterrestrial Intelligence"
45,45,6,126163,"Tzolk'in: The Mayan Calendar"
45,46,5,402106,"Power Vacuum"
45,47,4,338760,"Imperial Steam"
45,48,3,242804,"Lowlands"
45,49,2,312859,"Townsfolk Tussle"
45,50,1,296647,"Neues aus Büttenwarder: Das Spiel"
46,1,50,224517,"Brass: Birmingham"
46,2,49,161533,"Lisboa"
46,3,48,163068,"Trickerion: Legends of Illusion"
46,4,47,125153,"The Gallerist"
46,5,46,17405,"1846: The Race for the Midwest"
46,6,45,280480,"Crystal Palace"
46,7,44,13122,"Antiquity"
46,8,43,31260,"Agricola"
46,9,42,4098,"Age of Steam"
46,10,41,215311,"Downforce"
46,11,40,183685,"Mr. President: The American Presidency, 2001-2020"
46,12,39,19777,"Indonesia"
46,13,38,203420,"Exit: The Game – The Abandoned Cabin"
46,14,37,323612,"Bitoku"
46,15,36,238638,"Castell"
46,16,35,338760,"Imperial Steam"
46,17,34,3076,"Puerto Rico"
46,18,33,35677,"Le Havre"
46,19,32,154825,"Arkwright"
46,20,31,199561,"Sagrada"
46,21,30,383179,"Age of Innovation"
46,22,29,236191,"London (Second Edition)"
46,23,28,214880,"City of the Big Shoulders"
46,24,27,20437,"Lords of Vegas"
46,25,26,192135,"Too Many Bones"
46,26,25,104006,"Village"
46,27,24,414317,"Harmonies"
46,28,23,199793,"Dokmus"
46,29,22,318977,"MicroMacro: Crime City"
46,30,21,109276,"Kanban: Driver's Edition"
46,31,20,350205,"Horseless Carriage"
46,32,19,216091,"Unlock!: Escape Adventures – The Formula"
46,33,18,102652,"Sentinels of the Multiverse"
46,34,17,159675,"Fields of Arle"
46,35,16,184267,"On Mars"
46,36,15,133473,"Sushi Go!"
46,37,14,193738,"Great Western Trail"
46,38,13,2651,"Power Grid"
46,39,12,342942,"Ark Nova"
46,40,11,220877,"Rajas of the Ganges"
46,41,10,140934,"Arboretum"
46,42,9,231733,"Obsession"
46,43,8,139245,"Dilluvia Project"
46,44,7,318084,"Furnace"
46,45,6,174155,"Lignum"
46,46,5,144733,"Russian Railroads"
46,47,4,155821,"Inis"
46,48,3,256730,"Pipeline"
46,49,2,47,"Chinatown"
46,50,1,216132,"Clans of Caledonia"
47,1,50,62219,"Dominant Species"
47,2,49,154825,"Arkwright"
47,3,48,163839,"Feudum"
47,4,47,95527,"Madeira"
47,5,46,145219,"Craftsmen"
47,6,45,109276,"Kanban: Driver's Edition"
47,7,44,382843,"Evacuation"
47,8,43,325022,"Coffee Traders"
47,9,42,145371,"Three Kingdoms Redux"
47,10,41,256960,"Pax Pamir: Second Edition"
47,11,40,161533,"Lisboa"
47,12,39,342810,"Marrakesh"
47,13,38,323612,"Bitoku"
47,14,37,166571,"Tramways"
47,15,36,251247,"Barrage"
47,16,35,400602,"Civolution"
47,17,34,120677,"Terra Mystica"
47,18,33,298383,"Golem"
47,19,32,310873,"Carnegie"
47,20,31,146910,"Wildcatters"
47,21,30,39351,"Automobile"
47,22,29,214880,"City of the Big Shoulders"
47,23,28,185343,"Anachrony"
47,24,27,146886,"La Granja"
47,25,26,175914,"Food Chain Magnate"
47,26,25,367517,"La Famiglia: The Great Mafia War"
47,27,24,163068,"Trickerion: Legends of Illusion"
47,28,23,317985,"Beyond the Sun"
47,29,22,131287,"Panamax"
47,30,21,169786,"Scythe"
47,31,20,151347,"Millennium Blades"
47,32,19,212516,"Keyper"
47,33,18,321608,"Hegemony: Lead Your Class to Victory"
47,34,17,143401,"Yunnan"
47,35,16,119012,"The Capitals"
47,36,15,19777,"Indonesia"
47,37,14,875,"Roads & Boats"
47,38,13,28720,"Brass: Lancashire"
47,39,12,142379,"Escape Plan"
47,40,11,214029,"SpaceCorp: 2025-2300AD"
47,41,10,280480,"Crystal Palace"
47,42,9,2651,"Power Grid"
47,43,8,174155,"Lignum"
47,44,7,127060,"Bora Bora"
47,45,6,210101,"Incorporated"
47,46,5,12962,"Reef Encounter"
47,47,4,31260,"Agricola"
47,48,3,238889,"Tales of the Northlands: The Sagas of Noggin the Nog"
47,49,2,233676,"Noria"
47,50,1,42052,"Vinhos"
48,1,50,332686,"John Company: Second Edition"
48,2,49,96848,"Mage Knight Board Game"
48,3,48,9609,"War of the Ring"
48,4,47,159675,"Fields of Arle"
48,5,46,42673,"Field Commander: Napoleon"
48,6,45,187617,"Nemo's War (Second Edition)"
48,7,44,175095,"Dawn of the Zeds (Third Edition)"
48,8,43,102435,"Navajo Wars"
48,9,42,193670,"Darkest Night: Second Edition"
48,10,41,316554,"Dune: Imperium"
48,11,40,214758,"N: The Napoleonic Wars"
48,12,39,12333,"Twilight Struggle"
48,13,38,11825,"Empire of the Sun: The Pacific War 1941-1945"
48,14,37,123260,"Suburbia"
48,15,36,29603,"D-Day at Omaha Beach"
48,16,35,57073,"The Fires of Midway: The Carrier Battles of 1942"
48,17,34,304783,"Hadrian's Wall"
48,18,33,144189,"Fire in the Lake"
48,19,32,247763,"Underwater Cities"
48,20,31,352482,"We Are Coming, Nineveh"
48,21,30,398887,"Hispania"
48,22,29,366013,"Heat: Pedal to the Metal"
48,23,28,62227,"Labyrinth: The War on Terror, 2001 – ?"
48,24,27,3076,"Puerto Rico"
48,25,26,187645,"Star Wars: Rebellion"
48,26,25,31260,"Agricola"
48,27,24,414317,"Harmonies"
48,28,23,336131,"Halls of Hegra"
48,29,22,164949,"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD"
48,30,21,354570,"Undaunted: Stalingrad"
48,31,20,310873,"Carnegie"
48,32,19,334363,"Vijayanagara: The Deccan Empires of Medieval India, 1290-1398"
48,33,18,193738,"Great Western Trail"
48,34,17,296578,"Congress of Vienna"
48,35,16,220308,"Gaia Project"
48,36,15,398368,"Global War: World War II Worldwide 1939-1945"
48,37,14,334986,"Daybreak"
48,38,13,418059,"SETI: Search for Extraterrestrial Intelligence"
48,39,12,30549,"Pandemic"
48,40,11,68264,"No Retreat! The Russian Front"
48,41,10,206805,"Agricola, Master of Britain"
48,42,9,375931,"Land and Freedom: The Spanish Revolution and Civil War"
48,43,8,329563,"Prime Minister"
48,44,7,94373,"Dien Bien Phu: The Final Gamble"
48,45,6,250488,"This Guilty Land"
48,46,5,34119,"Tales of the Arabian Nights"
48,47,4,230802,"Azul"
48,48,3,62972,"The Barbarossa Campaign"
48,49,2,306735,"Under Falling Skies"
48,50,1,296237,"Warp's Edge"
50,1,50,224517,"Brass: Birmingham"
50,2,49,281655,"High Frontier 4 All"
50,3,48,29603,"D-Day at Omaha Beach"
50,4,47,251247,"Barrage"
50,5,46,293959,"Men of Iron Battles Tri-Pack: Men of Iron, Infidel, Blood & Roses"
50,6,45,4098,"Age of Steam"
50,7,44,184267,"On Mars"
50,8,43,198953,"Pax Renaissance"
50,9,42,251747,"Atlantic Chase: The Kriegsmarine Against the Home Fleet 1939-1942"
50,10,41,154825,"Arkwright"
50,11,40,321608,"Hegemony: Lead Your Class to Victory"
50,12,39,175914,"Food Chain Magnate"
50,13,38,125153,"The Gallerist"
50,14,37,359871,"Arcs"
50,15,36,13122,"Antiquity"
50,16,35,165872,"Liberty or Death: The American Insurrection"
50,17,34,337627,"Voidfall"
50,18,33,163068,"Trickerion: Legends of Illusion"
50,19,32,291155,"Enemy Action: Kharkov"
50,20,31,174155,"Lignum"
50,21,30,257732,"Pax Transhumanity"
50,22,29,128780,"Pax Porfiriana"
50,23,28,183685,"Mr. President: The American Presidency, 2001-2020"
50,24,27,17405,"1846: The Race for the Midwest"
50,25,26,193728,"Pendragon: The Fall of Roman Britain"
50,26,25,109276,"Kanban: Driver's Edition"
50,27,24,350205,"Horseless Carriage"
50,28,23,19777,"Indonesia"
50,29,22,68820,"Enemy Action: Ardennes"
50,30,21,40354,"Maria"
50,31,20,240905,"Death Valley: Battles for the Shenandoah"
50,32,19,256960,"Pax Pamir: Second Edition"
50,33,18,220308,"Gaia Project"
50,34,17,333981,"Bear Raid"
50,35,16,42052,"Vinhos"
50,36,15,262211,"Cloudspire"
50,37,14,237182,"Root"
50,38,13,249590,"Nevsky: Teutons and Rus in Collision 1240-1242"
50,39,12,266810,"Paladins of the West Kingdom"
50,40,11,69130,"Next War: Korea"
50,41,10,310873,"Carnegie"
50,42,9,396790,"Nucleum"
50,43,8,325022,"Coffee Traders"
50,44,7,161533,"Lisboa"
50,45,6,290484,"Unsettled"
50,46,5,192135,"Too Many Bones"
50,47,4,163839,"Feudum"
50,48,3,31260,"Agricola"
50,49,2,182028,"Through the Ages: A New Story of Civilization"
50,50,1,237179,"Weather Machine"
51,1,50,184267,"On Mars"
51,2,49,31260,"Agricola"
51,3,48,256730,"Pipeline"
51,4,47,161533,"Lisboa"
51,5,46,175914,"Food Chain Magnate"
51,6,45,2651,"Power Grid"
51,7,44,342942,"Ark Nova"
51,8,43,167791,"Terraforming Mars"
51,9,42,193738,"Great Western Trail"
51,10,41,109276,"Kanban: Driver's Edition"
51,11,40,125153,"The Gallerist"
51,12,39,161936,"Pandemic Legacy: Season 1"
51,13,38,132531,"Roll for the Galaxy"
51,14,37,216132,"Clans of Caledonia"
51,15,36,120677,"Terra Mystica"
51,16,35,111341,"The Great Zimbabwe"
51,17,34,177736,"A Feast for Odin"
51,18,33,84876,"The Castles of Burgundy"
51,19,32,126163,"Tzolk'in: The Mayan Calendar"
51,20,31,224517,"Brass: Birmingham"
51,21,30,144344,"Rococo"
51,22,29,262941,"Dominant Species: Marine"
51,23,28,42052,"Vinhos"
51,24,27,102794,"Caverna: The Cave Farmers"
51,25,26,104006,"Village"
51,26,25,256960,"Pax Pamir: Second Edition"
51,27,24,17133,"Railways of the World"
51,28,23,123260,"Suburbia"
51,29,22,12333,"Twilight Struggle"
51,30,21,231733,"Obsession"
51,31,20,13122,"Antiquity"
51,32,19,875,"Roads & Boats"
51,33,18,552,"Bus"
51,34,17,18602,"Caylus"
51,35,16,62219,"Dominant Species"
51,36,15,220308,"Gaia Project"
51,37,14,31627,"Ticket to Ride: Nordic Countries"
51,38,13,36218,"Dominion"
51,39,12,121921,"Robinson Crusoe: Adventures on the Cursed Island"
51,40,11,179172,"Unfair"
51,41,10,162886,"Spirit Island"
51,42,9,200954,"Fields of Green"
51,43,8,96848,"Mage Knight Board Game"
51,44,7,55690,"Kingdom Death: Monster"
51,45,6,3076,"Puerto Rico"
51,46,5,40692,"Small World"
51,47,4,118048,"Targi"
51,48,3,19999,"Aton"
51,49,2,173346,"7 Wonders Duel"
51,50,1,172,"For Sale"
52,1,50,4098,"Age of Steam"
52,2,49,99358,"Stonewall Jackson's Way II: Battles of Bull Run"
52,3,48,316554,"Dune: Imperium"
52,4,47,205637,"Arkham Horror: The Card Game"
52,5,46,224517,"Brass: Birmingham"
52,6,45,191189,"Aeon's End"
52,7,44,314040,"Pandemic Legacy: Season 0"
52,8,43,164928,"Orléans"
52,9,42,249590,"Nevsky: Teutons and Rus in Collision 1240-1242"
52,10,41,184267,"On Mars"
52,11,40,206509,"Bayonets & Tomahawks"
52,12,39,198953,"Pax Renaissance"
52,13,38,329089,"A Most Fearful Sacrifice: The Three Days of Gettysburg"
52,14,37,247763,"Underwater Cities"
52,15,36,194655,"Santorini"
52,16,35,126163,"Tzolk'in: The Mayan Calendar"
52,17,34,229853,"Teotihuacan: City of Gods"
52,18,33,253344,"Cthulhu: Death May Die"
52,19,32,277030,"1824: Austrian-Hungarian Railway"
52,20,31,422541,"Star Trek: Captain's Chair"
