bgg_id,bgg_name,year_published,play_time,rank,bayes_average,average,users_rated,average_weight,mechanisms,publishers,designers,families,categories
317985,"Beyond the Sun",2020,120,103,7.57247,7.88347,16350,3.1354,"Area Majority / Influence|Contracts|End Game Bonuses|Events|Income|Point to Point Movement|Tech Trees / Tech Tracks|Worker Placement","Rio Grande Games|CrowD Games|Ghenos Games|Hobby Japan|Maldito Games|Mandoo Games|Matagot|Rebel Sp. z o.o.|Rozum|Strohmann Games","Dennis K. Chan","Components: Control Boards|Components: Dice with Icons|Digital Implementations: Board Game Arena|Digital Implementations: TableTop Simulator Mod (TTS)|Mechanism: Tableau Building|Players: Games with expansions that add solo play","Civilization|Science Fiction|Space Exploration"
240980,"Blood on the Clocktower",2022,120,97,7.59046,8.37141,8172,3.0353,"Betting and Bluffing|Deduction|Hidden Roles|Negotiation|Player Elimination|Prisoner's Dilemma|Rock-Paper-Scissors|Roles with Asymmetric Information|Team-Based Game|Variable Player Powers|Voting","The Pandemonium Institute|Bumble3ee Interactive|Funtails","Steven Medway","Crowdfunding: Kickstarter|Game: Werewolf / Mafia","Bluffing|Deduction|Horror|Murder / Mystery|Party Game"
62219,"Dominant Species",2010,240,106,7.56274,7.80457,21914,4.0404,"Action Drafting|Action Queue|Area Majority / Influence|End Game Bonuses|Grid Movement|Hexagon Grid|Map Addition|Take That|Tile Placement|Turn Order: Claim Action|Variable Player Powers|Worker Placement","GMT Games|Asmodee|Asterion Press|Banana Games|Board Game Rookie|Doit Games|Filosofia Éditions|Korea Boardgames|PHALANX|Udo Grebe Gamedesign|Wargames Club Publishing|狗吠火車","Chad Jensen","Animals: Prehistoric Non-Dinosaurs|Components: Map (Continental / National scale)|Digital Implementations: TableTop Simulator Mod (TTS)|Digital Implementations: Tabletopia|Digital Implementations: VASSAL|Game: Dominant Species|Mechanism: 4X|Misc: Dice Tower Hall of Fame|Misc: LongPack Games|Misc: Made by Panda|Theme: Biology|Theme: Evolution|Theme: Nature|Theme: Science","Animals|Environmental|Prehistoric"
279537,"The Search for Planet X",2020,75,108,7.55846,7.91776,14195,2.4295,"Action Points|Deduction|End Game Bonuses|Paper-and-Pencil|Rondel|Solo / Solitaire Game|Turn Order: Time Track","Foxtrot Games|Renegade Game Studios|17wanzy (Yihu BG)|Gém Klub Kft.|Hobby World|Kaissa Chess & Games|Korea Boardgames|Lucky Duck Games|Maldito Games|MeepleBR|Schwerkraft-Verlag|数寄ゲームズ (Suki Games)|uplay.it edizioni|Ігромаг","Matthew O'Malley|Ben Rosset","Components: Digital Hybrid – App/Website Required|Components: Game Trayz Inside|Components: Player Screens|Crowdfunding: Kickstarter|Players: Games with Solitaire Rules|Space: Asteroids|Space: Comets|Space: Earth's Solar System|Theme: Astronomy|Theme: Science","Deduction|Puzzle|Space Exploration"
68448,"7 Wonders",2010,30,107,7.55992,7.67128,108923,2.3157,"Closed Drafting|End Game Bonuses|Hand Management|Melding and Splaying|Multi-Use Cards|Neighbor Scope|Once-Per-Game Abilities|Score-and-Reset Game|Set Collection|Simultaneous Action Selection|Tags|Tech Trees / Tech Tracks|Variable Player Powers|Variable Set-up","Repos Production|ADC Blackfire Entertainment|Asterion Press|Galápagos Jogos|Gém Klub Kft.|Hobby Japan|Kaissa Chess & Games|Korea Boardgames|Lautapelit.fi|Lifestyle Boardgames Ltd|NeoTroy Games|Rebel Sp. z o.o.|Siam Board Games","Antoine Bauza","Ancient: Babylon|Ancient: Egypt|Ancient: Greece|Category: Dized Tutorial|Constructions: Pyramids|Constructions: The Hanging Gardens of Babylon|Digital Implementations: Board Game Arena|Digital Implementations: BrettspielWelt|Digital Implementations: Google Play|Game: 7 Wonders|Mechanism: Artificial Player|Mechanism: Tableau Building|Misc: BGG Hall of Fame|Misc: Dice Tower Hall of Fame|Misc: Watch It Played How To Videos","Ancient|Card Game|City Building|Civilization|Economic"
121921,"Robinson Crusoe: Adventures on the Cursed Island",2012,120,109,7.55686,7.73184,45362,3.825,"Action Queue|Area Movement|Cooperative Game|Dice Rolling|Die Icon Resolution|Events|Hexagon Grid|Map Addition|Movement Points|Narrative Choice / Paragraph|Scenario / Mission / Campaign Game|Solo / Solitaire Game|Tile Placement|Turn Order: Progressive|Variable Player Powers|Worker Placement","Portal Games|Albi|Arclight Games|Conclave Editora|DiceTree Games|Edge Entertainment|Filosofia Éditions|Geekach Games|Gém Klub Kft.|Hobby World|IELLO|Maldito Games|MYBG Co., Ltd.|Pegasus Spiele|Pendragon Game Studio|uplay.it edizioni|Z-Man Games","Joanna Kijanka|Ignacy Trzewiczek","Books: Robinson Crusoe|Category: Dized Tutorial|Components: Dice with Icons|Components: Wooden pieces & boards|Digital Implementations: Tabletopia|Game: Robinson Crusoe – Adventures on the Cursed Island|Islands: Fictional|Misc: LongPack Games|Misc: Watch It Played How To Videos|Players: Games with Solitaire Rules|Theme: Colonial|Theme: Survival|Theme: Tropical|Theme: Tropical Islands","Adventure|Exploration|Fighting|Novel-based|Territory Building"
171623,"The Voyages of Marco Polo",2015,100,110,7.55585,7.77042,25683,3.1802,"Contracts|Dice Rolling|End Game Bonuses|Point to Point Movement|Resource to Move|Turn Order: Claim Action|Variable Player Powers|Variable Set-up|Worker Placement with Dice Workers","Hans im Glück|999 Games|Albi|Albi Polska|Arclight Games|CrowD Games|Devir|Filosofia Éditions|Giochi Uniti|Kaissa Chess & Games|Korea Boardgames|Piatnik|Swan Panasia Co., Ltd.|Z-Man Games","Simone Luciani|Daniele Tascini","Animals: Camels|Cities: Beijing (China)|Cities: Samarkand (Uzbekistan)|Cities: Venice (Veneto, Italy)|Components: Map (Continental / National scale)|Components: Wooden pieces & boards|Continents: Asia|Digital Implementations: Board Game Arena|Digital Implementations: BrettspielWelt|Digital Implementations: Yucata|Game: The Voyages of Marco Polo|Region: Middle East|Theme: Silk Road","Dice|Economic|Medieval|Travel"
277659,"Final Girl",2021,60,111,7.55469,8.23378,8759,2.7454,"Dice Rolling|Hand Management|Pick-up and Deliver|Push Your Luck|Solo / Solitaire Game|Variable Player Powers|Variable Set-up","Van Ryder Games|Don't Panic Games|Fox in the Box|Gen-X Games|Lucky Duck Games|REXhry","Evan Derrick|A. J. Porfirio","Containers: Video Tape Boxes|Crowdfunding: Kickstarter|Game: Final Girl|Misc: LongPack Games|Misc: Watch It Played How To Videos|Movies: Horror Movies|Players: Solitaire Only Card Games|Players: Solitaire Only Games","Card Game|Fantasy|Horror"
225694,"Decrypto",2018,45,114,7.54406,7.76614,25141,1.8285,"Communication Limits|Paper-and-Pencil|Targeted Clues|Team-Based Game","Scorpion Masqué|2 Pionki|ADC Blackfire Entertainment|Asmodee|Enigma (Bergsala Enigma)|Fantasmagoria|Galápagos Jogos|Games4you|Games7Days|Gém Klub Kft.|GoKids 玩樂小子|Hachette Boardgames USA|Happy Baobab|IELLO|Kaissa Chess & Games|Lavka Games|Lex Games|Portal Games|Salta da Caixa","Thomas Dagenais-Lespérance","Components: Sand Timers|Digital Implementations: Board Game Arena|Mechanism: Give a Clue / Get a Clue|Theme: Retro|Word Games: Guess the Word","Deduction|Party Game|Spies / Secret Agents|Word Game"
364073,"Splendor Duel",2022,30,113,7.54444,7.90039,15500,2.0148,"Contracts|Open Drafting|Race|Set Collection","Space Cowboys|Belleville (Бельвіль)|Galápagos Jogos|Gém Klub Kft.|GoKids 玩樂小子|Hobby Japan|Kaissa Chess & Games|Korea Boardgames|Lifestyle Boardgames Ltd|Rebel Sp. z o.o.","Marc André|Bruno Cathala","Admin: Better Description Needed!|Category: Dized Tutorial|Digital Implementations: Board Game Arena|Game: Splendor|Misc: Watch It Played How To Videos|Players: Two-Player Only Games|Series: Two-player games (Space Cowboys)|Theme: Jewelry|Theme: Jewels|Versions & Editions: Two-Player Versions of More-Player Games","Card Game|Economic|Renaissance"
155821,"Inis",2016,90,116,7.53615,7.82244,21744,2.9507,"Action Drafting|Area Majority / Influence|Area Movement|Campaign / Battle Card Driven|Closed Drafting|Hand Management|Hexagon Grid|Interrupts|King of the Hill|Map Addition|Modular Board|Take That|Variable Set-up","Matagot|Bureau de Juegos|Buró|Gen-X Games|Giant Roc|GoKids 玩樂小子|Hid Konem (Хід Конем)|Hobby Japan|Lavka Games|Lord of Boards|Pegasus Spiele|Portal Games|Surfin' Meeple|Surfin' Meeple China","Christian Martinez","Components: Miniatures|Components: Multi-Use Cards|Country: Ireland|Crowdfunding: Spieleschmiede|Mythology: Celtic|Theme: Art style – Art Nouveau","Ancient|Card Game|Exploration|Mythology|Wargame"
163068,"Trickerion: Legends of Illusion",2015,180,115,7.5375,7.97284,11848,4.2598,"Action Points|Action Queue|Catch the Leader|Dice Rolling|Simultaneous Action Selection|Tile Placement|Turn Order: Stat-Based|Worker Placement|Worker Placement, Different Worker Types","Mindclash Games|APE Games|Corax Games|Grok Games|Maldito Games|Super Meeple|YOKA Games","Richard Ámann|Viktor Péter","Components: Dice with Icons|Components: Gems/Crystals|Crowdfunding: Kickstarter|Crowdfunding: Spieleschmiede|Digital Implementations: Tabletopia|Game: Trickerion|Misc: Made by Panda|Players: Games with expansions that add solo play|Theme: Art style – Art Deco","Post-Napoleonic"
337627,"Voidfall",2023,240,112,7.54631,8.54163,5303,4.6425,"Area-Impulse|Command Cards|Cooperative Game|Events|Grid Movement|Hand Management|Hexagon Grid|Modular Board|Solo / Solitaire Game|Variable Player Powers","Mindclash Games|Albi|CrowD Games|Engames|Ghenos Games|Grok Games|Maldito Games|Portal Games|Quality Beast|Rozum|Skellig Games|Super Meeple|YOKA Games","Nigel Buckle|Dávid Turczi","Components: Game Trayz Inside|Components: Hexagonal Tiles|Components: Map (Interplanetary or Interstellar scale)|Components: Miniatures|Crowdfunding: Kickstarter|Digital Implementations: TableTop Simulator Mod (TTS)|Mechanism: 4X","Civilization|Economic|Science Fiction|Space Exploration"
37111,"Battlestar Galactica: The Board Game",2008,180,117,7.5307,7.72919,37124,3.2513,"Area Movement|Dice Rolling|Hand Management|Hidden Roles|Once-Per-Game Abilities|Role Playing|Semi-Cooperative Game|Team-Based Game|Traitor Game|Variable Player Powers|Variable Set-up|Voting","Fantasy Flight Games|Edge Entertainment|Editrice Giochi|Galakta|Game Harbor|Giochi Uniti|Heidelberger Spieleverlag","Corey Konieczka","Components: Multi-Use Cards|Components: Polyhedral (not D6) dice|Components: Standees|Digital Implementations: VASSAL|Misc: Dice Tower Hall of Fame|TV Shows: Battlestar Galactica","Bluffing|Deduction|Movies / TV / Radio theme|Political|Science Fiction|Space Exploration|Spies / Secret Agents"
310873,"Carnegie",2022,120,118,7.52949,7.99055,10707,3.813,"Action Retrieval|Area Movement|Connections|End Game Bonuses|Follow|Grid Movement|Income|Movement Points|Network and Route Building|Resource to Move|Solo / Solitaire Game|Square Grid|Tech Trees / Tech Tracks|Turn Order: Progressive|Variable Phase Order|Worker Placement, Different Worker Types","Quined Games|HOT Games|Lavka Games|Maldito Games|Mosaico Jogos|Pegasus Spiele|Pixie Games|Rebel Sp. z o.o.|sternenschimmermeer|数寄ゲームズ (Suki Games)|Tesla Games","Xavier Georges","Category: Combinatorial|Components: Game Trayz Inside|Country: USA|Crowdfunding: Kickstarter|Digital Implementations: Board Game Arena|Digital Implementations: TableTop Simulator Mod (TTS)|Series: Master Print (Quined)|Theme: Art style – Art Nouveau","Economic|Industry / Manufacturing|Post-Napoleonic"
236457,"Architects of the West Kingdom",2018,80,119,7.52308,7.71797,31045,2.7572,"Area Movement|Contracts|End Game Bonuses|Events|Kill Steal|Loans|Open Drafting|Solo / Solitaire Game|Static Capture|Tags|Take That|Track Movement|Variable Player Powers|Variable Set-up|Worker Placement","Garphill Games|Angry Lion Games|Banana Games|CMON Global Limited|Fever Games|Korea Boardgames|Lavka Games|Lord of Boards|MEEPLE|MeepleBR|Mosaico Jogos|Pixie Games|Portal Games|Primigenio|Reflexshop|Renegade Game Studios|Schwerkraft-Verlag|TLAMA games|White Goblin Games|Yayoi The Dreamer|株式会社ケンビル (KenBill)","S J Macdonald|Shem Phillips","Components:  Meeples|Components: Wooden pieces & boards|Crowdfunding: Kickstarter|Digital Implementations: Board Game Arena|Digital Implementations: TableTop Simulator Mod (TTS)|Digital Implementations: Tabletopia|History: Francia|Misc: Mensa Select|Misc: Watch It Played How To Videos|Occupation: Architect|Players: Games with Solitaire Rules|Religious: Monks/Abbots & Monasteries/Abbeys|Series: Medieval Trilogies (Garphill Games)|Series: The West Kingdom Trilogy (Garphill Games)|Theme: Construction","City Building|Economic|Medieval"
264220,"Tainted Grail: The Fall of Avalon",2019,120,121,7.51867,8.05547,13369,3.3649,"Area Movement|Campaign / Battle Card Driven|Cooperative Game|Deck, Bag, and Pool Building|Dice Rolling|Hand Management|Map Addition|Modular Board|Narrative Choice / Paragraph|Role Playing|Scenario / Mission / Campaign Game|Solo / Solitaire Game|Storytelling|Variable Player Powers","Awaken Realms|Albi|Arclight Games|CrowD Games|Delta Vision Publishing|Edge Entertainment|Giochi Uniti|Kilogames|Maldito Games|MeepleBR|Pegasus Spiele|Summon Games|YOKA Games","Krzysztof Piskorski|Marcin Świerkot","Components: Miniatures|Crowdfunding: Kickstarter|Game: Tainted Grail|Mechanism: Campaign Games|Misc: Eastar Game Manufacturing|Players: Games with Solitaire Rules|Theme: King Arthur / The Knights of the Round Table / Camelot","Adventure|Exploration|Fantasy|Mature / Adult|Medieval|Miniatures|Mythology|Travel"
217372,"The Quest for El Dorado",2017,60,122,7.51815,7.70341,29270,1.9382,"Deck, Bag, and Pool Building|Delayed Purchase|Grid Movement|Hand Management|Hexagon Grid|Modular Board|Multi-Use Cards|Open Drafting|Race|Variable Set-up","Ravensburger|999 Games|Arclight Games|Brain Games|Galápagos Jogos|Games7Days|Kaissa Chess & Games|Korea Boardgames|Lautapelit.fi|Lavka Games|MEEPLE|Nasza Księgarnia|Reflexshop|Surfin' Meeple China|Well Designed Game|Yaofish Games","Reiner Knizia","Components:  Meeples|Components: Multi-Use Cards|Continents: South America|Game: The Quest for El Dorado|Misc: LongPack Games|Region: Amazon Rainforest|Theme: Tropical","Adventure|Exploration"
271055,"Dwellings of Eldervale",2020,150,123,7.51351,8.12766,8452,3.2542,"Action Retrieval|Dice Rolling|Hand Management|Modular Board|Solo / Solitaire Game|Variable Player Powers","Breaking Games|Board Game Rookie|CMON Global Limited|Fox in the Box|Gen-X Games|Lucky Duck Games|MYBG Co., Ltd.|Reflexshop|Schwerkraft-Verlag","Luke Laurie","Components: Game Trayz Inside|Components: Hexagonal Tiles|Components: Miniatures|Crowdfunding: Kickstarter|Digital Implementations: Tabletopia|Mechanism: Tableau Building|Misc: LongPack Games|Players: Games with Solitaire Rules","Economic|Fantasy|Fighting"
122515,"Keyflower",2012,120,124,7.51177,7.71699,23897,3.3372,"Auction / Bidding|Auction: Fixed Placement|Auction: Multiple Lot|Constrained Bidding|End Game Bonuses|Hexagon Grid|Modular Board|Network and Route Building|Ownership|Selection Order Bid|Set Collection|Tile Placement|Turn Order: Auction|Variable Set-up|Worker Placement|Worker Placement, Different Worker Types","R&D Games|Arclight Games|Czacha Games|Dice Realm|Ediciones MasQueOca|Fabrika Igr|FoxMind|Game Harbor|Game Salute|Gigamic|HUCH!|Quined Games|Red Glove|Swan Panasia Co., Ltd.|WoodCat","Sebastian Bleasdale|Richard Breese","Components: Player Screens|Crowdfunding: Kickstarter|Digital Implementations: Board Game Arena|Digital Implementations: Tabletopia|Game: Keyflower|History: Age of Discovery|Series: Key (Richard Breese)|Series: Master Print (Quined)|Theme: Colonial","City Building|Economic|Renaissance|Territory Building|Transportation"
170042,"Raiders of the North Sea",2015,80,125,7.50983,7.72813,25454,2.5724,"Contracts|Dice Rolling|Hand Management|Worker Placement|Worker Placement, Different Worker Types","Garphill Games|Angry Lion Games|Banana Games|CrowD Games|Games Factory Publishing|Ghenos Games|Kaissa Chess & Games|MeepleBR|MIPL|Mosigra|Pixie Games|Primigenio|Renegade Game Studios|REXhry|Schwerkraft-Verlag|White Goblin Games|Ігромаг","Shem Phillips","Components: Dice with Icons|Components: Multi-Use Cards|Crowdfunding: Kickstarter|Crowdfunding: Wspieram|Digital Implementations: Google Play|Digital Implementations: Steam|Digital Implementations: TableTop Simulator Mod (TTS)|Digital Implementations: Tabletopia|Misc: LongPack Games|Misc: Made by Panda|Misc: Mensa Select|Misc: Watch It Played How To Videos|Players: Games with expansions that add solo play|Region: North Sea|Series: Medieval Trilogies (Garphill Games)|Series: The North Sea Trilogy (Garphill Games)|Theme: Vikings","Medieval|Nautical"
42,"Tigris & Euphrates",1997,120,126,7.50934,7.70099,29350,3.4957,"Area Majority / Influence|Chaining|Connections|Force Commitment|Hand Management|Hidden Victory Points|Highest-Lowest Scoring|Income|Set Collection|Square Grid|Take That|Tile Placement","Hans im Glück|999 Games|CZ Cloud Soft Co. Ltd|Devir|Edge Entertainment|Fantasy Flight Games|Galápagos Jogos|Giochi Uniti|Heidelberger Spieleverlag|Hobby Japan|Lacerta|Matagot|Mayfair Games|Pegasus Spiele|Smart Ltd|Top Licence Games|Wargames Club Publishing|Z-Man Games","Reiner Knizia","Ancient: Babylon|Ancient: Mesopotamia|Components: Map (Regional scale)|Components: Player Screens|Components: Wooden pieces & boards|Country: Iraq|Country: Syria|Digital Implementations: Board Game Arena|Game: Tigris & Euphrates|Misc: BGG Hall of Fame|Misc: Dice Tower Hall of Fame|Region: Middle East|Rivers: Euphrates|Rivers: Tigris|Series: Euro Classics (Reiner Knizia)|Series: Tile-Laying Trilogy (Reiner Knizia)","Abstract Strategy|Ancient|Civilization|Territory Building"
18602,"Caylus",2005,150,129,7.50293,7.70929,29594,3.7929,"Action Queue|Ownership|Turn Order: Claim Action|Turn Order: Pass Order|Variable Set-up|Worker Placement","Ystari Games|Brain Games|Edge Entertainment|Esdevium|hobbity.eu|Hobby Japan|HUCH!|Korea Boardgames|Lautapelit.fi|Quined White Goblin Games|Rio Grande Games|uplay.it edizioni|What's Your Game?|White Goblin Games","William Attia","Category: Combinatorial|Components: Wooden pieces & boards|Country: France|Digital Implementations: Board Game Arena|Digital Implementations: BrettspielWelt|Game: Caylus|Misc: BGG Hall of Fame|Misc: Dice Tower Hall of Fame|Series: Ystari originals","City Building|Economic|Medieval"
359871,"Arcs",2024,120,120,7.51962,8.09916,10176,3.398,"Area Majority / Influence|Area Movement|Campaign / Battle Card Driven|Dice Rolling|Die Icon Resolution|Hand Management|Resource to Move|Take That|Trick-taking|Turn Order: Claim Action|Variable Player Powers","Leder Games|2Tomatoes Games|CMON Global Limited|CrowD Games|Matagot|Portal Games|Spielworxx","Cole Wehrle","Creatures: Aliens / Extraterrestrials|Crowdfunding: Kickstarter|Digital Implementations: TableTop Simulator Mod (TTS)|Game: Arcs|Mechanism: Tableau Building","Science Fiction|Space Exploration|Wargame"
12,"Ra",1999,60,128,7.50382,7.66794,28775,2.3143,"Auction / Bidding|Auction: Once Around|Closed Economy Auction|Constrained Bidding|Hidden Victory Points|Push Your Luck|Set Collection","alea|Ravensburger|25th Century Games|999 Games|ABACUSSPIELE|DiceTree Games|Edge Entertainment|Giochix.it|Hobby World|Korea Boardgames|New Games Order, LLC|Planeta Igor|Precisamente|Rawstone|Reflexshop|Rio Grande Games|Swan Panasia Co., Ltd.|Tranjis Games|Überplay|Windrider Games","Reiner Knizia","Ancient: Egypt|Crowdfunding: Gamefound|Game: Ra|Misc: BGG Hall of Fame|Misc: Dice Tower Hall of Fame|Misc: LongPack Games|Mythology: Egyptian|Series: Alea Big Box|Series: Book Box (DiceTree)|Series: Euro Classics (Reiner Knizia)","Ancient|Mythology"
73439,"Troyes",2010,90,130,7.49967,7.71067,24328,3.4021,"Area Majority / Influence|Dice Rolling|End Game Bonuses|Events|Hidden Victory Points|Income|Ownership|Set Collection|Slide / Push|Solo / Solitaire Game|Turn Order: Progressive|Variable Set-up|Worker Placement with Dice Workers|Worker Placement, Different Worker Types","Pearl Games|Asmodee|Galápagos Jogos|HUCH!|Korea Boardgames|Rebel Sp. z o.o.|Z-Man Games","Sébastien Dujardin|Xavier Georges|Alain Orban","Cities: Troyes (France)|Country: France|Digital Implementations: Board Game Arena|Game: Troyes|Misc: Made by Panda|Players: Games with Solitaire Rules","Dice|Economic|Medieval"
203993,"Lorenzo il Magnifico",2016,120,131,7.49955,7.83718,14609,3.2842,"Contracts|Dice Rolling|End Game Bonuses|Open Drafting|Turn Order: Claim Action|Variable Set-up|Worker Placement|Worker Placement with Dice Workers","Cranio Creations|Albi|Albi Polska|Angry Lion Games|Atalia|CMON Global Limited|CrowD Games|DMZ Games|Game Harbor|Heidelberger Spieleverlag|Maldito Games|MeepleBR|Swan Panasia Co., Ltd.|テンデイズゲームズ (TendaysGames)","Flaminia Brasini|Virginio Gigli|Simone Luciani","Cities: Florence (Tuscany, Italy)|Country: Italy|Digital Implementations: Board Game Arena|Digital Implementations: Steam|Digital Implementations: Tabletopia|Digital Implementations: Yucata|Game: Lorenzo il Magnifico|Mechanism: Tableau Building","Renaissance"
146021,"Eldritch Horror",2013,240,132,7.49756,7.74424,37888,3.318,"Action Points|Cooperative Game|Dice Rolling|Point to Point Movement|Resource to Move|Role Playing|Solo / Solitaire Game|Stat Check Resolution|Variable Player Powers","Fantasy Flight Games|ADC Blackfire Entertainment|Arclight Games|Delta Vision Publishing|Edge Entertainment|Galakta|Galápagos Jogos|Geekach Games|Giochi Uniti|Heidelberger Spieleverlag|Hobby World|Korea Boardgames|Wargames Club Publishing","Corey Konieczka|Nikki Valens","Components: Map (Global Scale)|Components: Standees|Game: Eldritch Horror|Players: Games with Solitaire Rules|Series: Arkham Horror Files (Fantasy Flight Games)|Theme: Cthulhu Mythos","Adventure|Fighting|Horror|Novel-based|Travel"
172386,"Mombasa",2015,150,134,7.49176,7.84165,13619,3.8891,"Action Queue|Area Majority / Influence|Deck, Bag, and Pool Building|Hand Management|Investment|Open Drafting|Simultaneous Action Selection|Stock Holding|Turn Order: Claim Action|Variable Player Powers|Victory Points as a Resource|Worker Placement","eggertspiele|Albi|Arclight Games|Bright World Games|Delta Vision Publishing|Doit Games|The Game Master BV|Gigamic|Lacerta|LudoSentinel|MeepleBR|Pegasus Spiele|R&R Games|uplay.it edizioni","Alexander Pfister","Components: Gems/Crystals|Components: Map (Continental / National scale)|Components: Wooden pieces & boards|Continents: Africa|Game: Mombasa|Mechanism: Tableau Building|Theme: Colonial","Economic|Post-Napoleonic"
269385,"The Lord of the Rings: Journeys in Middle-Earth",2019,120,135,7.49162,7.90147,17514,2.683,"Action Points|Area Movement|Campaign / Battle Card Driven|Cooperative Game|Deck, Bag, and Pool Building|Map Addition|Modular Board|Role Playing|Scenario / Mission / Campaign Game|Solo / Solitaire Game|Stat Check Resolution|Variable Player Powers","Fantasy Flight Games|ADC Blackfire Entertainment|Delta Vision Publishing|Galápagos Jogos|Geekach Games|Hobby World|Korea Boardgames|Rebel Sp. z o.o.","Nathan I. Hajek|Grace Holdinghaus","Authors: J.R.R. Tolkien|Category: Dungeon Crawler|Components: Digital Hybrid – App/Website Required|Components: Miniatures|Mechanism: Campaign Games|Players: Games with Solitaire Rules","Adventure|Exploration|Fantasy|Fighting|Miniatures|Novel-based"
163412,"Patchwork",2014,30,137,7.47992,7.58688,70420,1.5989,"Grid Coverage|Income|Open Drafting|Rondel|Square Grid|Tile Placement|Turn Order: Stat-Based|Turn Order: Time Track|Victory Points as a Resource","Lookout Games|999 Games|Brain Games|Compaya.hu: Gamer Café Kft.|CrowD Games|Dragonfly Publishing|Funforge|Galápagos Jogos|GeGe Co. Ltd.|GoKids 玩樂小子|Hobby Japan|Kaissa Chess & Games|Kilogames|Korea Boardgames|Lacerta|Lautapelit.fi|Liam Games|Lord of Boards|Ludicus|Ludofy Creative|Maldito Games|Mayfair Games|MINDOK|NeoTroy Games|Rebel Sp. z o.o.|Tower Tactic Games|uplay.it edizioni|Нескучные игры","Uwe Rosenberg","Theme: Sewing / Knitting / Cloth-Making|Category: Combinatorial|Components: 9 x 9 Grids|Components: Polyominoes|Digital Implementations: Apple App Store|Digital Implementations: Board Game Arena|Digital Implementations: Google Play|Digital Implementations: Steam|Game: Patchwork|Holidays: Christmas|Holidays: Halloween|Holidays: Valentine's Day|Players: Games with expansions that add solo play|Players: Two-Player Only Games|Series: Fur Zwei Spieler (Lookout Games)|Theme: Austronesian peoples","Abstract Strategy|Economic|Puzzle"
12493,"Twilight Imperium: Third Edition",2005,240,138,7.47807,7.78747,19443,4.2587,"Action Points|Area-Impulse|Dice Rolling|Follow|Grid Movement|Hexagon Grid|Increase Value of Unchosen Resources|Modular Board|Player Elimination|Tech Trees / Tech Tracks|Tile Placement|Trading|Variable Phase Order|Variable Player Powers|Voting","Fantasy Flight Games","Christian T. Petersen","Components: Hexagonal Tiles|Components: Map (Interplanetary or Interstellar scale)|Components: Miniatures|Game: Twilight Imperium|Mechanism: 4X|Misc: Dice Tower Hall of Fame|Misc: Made by Panda|Series: Fantasy Flight Big Box","Civilization|Negotiation|Political|Science Fiction|Space Exploration|Wargame"
4098,"Age of Steam",2002,120,136,7.48084,7.85687,11995,3.8661,"Auction / Bidding|Catch the Leader|Connections|Dice Rolling|Hexagon Grid|Loans|Network and Route Building|Pick-up and Deliver|Player Elimination|Scenario / Mission / Campaign Game|Selection Order Bid|Solo / Solitaire Game|Tile Placement|Turn Order: Auction|Victory Points as a Resource","Warfrog Games|Arclight Games|CZ Cloud Soft Co. Ltd|Delta Vision Publishing|Eagle-Gryphon Games|Enjoy Game|Korea Boardgames|Pegasus Spiele|Portal Games|Quined White Goblin Games|Rawstone|Skellig Games|Wargames Club Publishing|Winsome Games","John Bohrer|Martin Wallace","Country: Barbados|Country: Germany|Country: Saint Lucia|Country: USA|Digital Implementations: VASSAL|Game: Age of Steam|Misc: Dice Tower Hall of Fame|Players: Games with Solitaire Rules|Region: Great Lakes","Economic|Post-Napoleonic|Trains|Transportation"
102680,"Trajan",2011,120,140,7.47615,7.74755,18363,3.6275,"Area Movement|Hand Management|Mancala|Open Drafting|Set Collection","Ammonit Spiele|Asterion Press|Broadway Toys LTD|DiceTree Games|Evrikus|FoxMind|Ghenos Games|Gigamic|Gigante Jogos|HUCH!|Hutter Trade GmbH + Co KG|Maldito Games|Passport Game Studios|Quined Games|Renegade Game Studios|リゴレ (rigoler)","Stefan Feld","Ancient: Rome|Components: Map (Continental / National scale)|Components: Wooden pieces & boards|Digital Implementations: Boiteajeux|History: Roman Empire|Misc: LongPack Games|Series: Book Box (DiceTree)|Series: Master Print (Quined)","Ancient|Political"
36218,"Dominion",2008,30,139,7.47727,7.59779,93936,2.3456,"Deck, Bag, and Pool Building|Delayed Purchase|Hand Management|Open Drafting|Take That|Variable Set-up","Rio Grande Games|999 Games|Albi|Bard Centrum Gier|Conclave Editora|cutia.ro|Devir|Filosofia Éditions|Games Factory Publishing|Gém Klub Kft.|Hans im Glück|Hobby Japan|Hobby World|Kaissa Chess & Games|Korea Boardgames|Lautapelit.fi|Martinex|Runadrake|Smart Ltd|Stupor Mundi|Swan Panasia Co., Ltd.|Vennerød Forlag AS|Ystari Games","Donald X. Vaccarino","Crowdfunding: Wspieram|Digital Implementations: Google Play|Digital Implementations: Steam|Digital Implementations: VASSAL|Game: Dominion|Misc: BGG Hall of Fame|Misc: Dice Tower Hall of Fame|Misc: Mensa Select","Card Game|Medieval"
