"identifier","game_rank","points","bgg_id","bgg_name"
155,24,27,262941,"Dominant Species: Marine"
155,25,26,265537,"Weimar: The Fight for Democracy"
155,26,25,161533,"Lisboa"
155,27,24,308305,"21Moon"
155,28,23,325022,"Coffee Traders"
155,29,22,337627,"Voidfall"
155,30,21,552,"Bus"
155,31,20,249670,"Fae"
155,32,19,75358,"SNCF: France & Germany"
155,33,18,131287,"Panamax"
155,34,17,2955,"Mexica"
155,35,16,175914,"Food Chain Magnate"
155,36,15,411567,"The Gang"
155,37,14,240980,"Blood on the Clocktower"
155,38,13,253319,"Southern Pacific"
155,39,12,163841,"18CZ"
155,40,11,91080,"Andean Abyss"
155,41,10,297486,"Ride the Rails"
155,42,9,25643,"Arkadia"
155,43,8,272739,"Clinic: Deluxe Edition"
155,44,7,130486,"Small City"
155,45,6,138704,"Northern Pacific"
155,46,5,4318,"Cannes: Stars, Scripts and Screens"
155,47,4,3762,"Mister Diamond"
155,48,3,249,"Lifeboats"
155,49,2,316624,"Stationfall"
155,50,1,21985,"Giro Galoppo"
